Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,id
5,1906-07-12,345.0,Grenoble,Nice,Mountain,René Pottier,FRA,708
6,1906-07-14,292.0,Nice,Marseille,Flat,Georges Passerieu,FRA,262
7,1906-07-16,480.0,Marseille,Toulouse,Flat,Louis Trousselier,FRA,499
8,1906-07-18,300.0,Toulouse,Bayonne,Flat,Jean-Baptiste Dortignacq,FRA,382
9,1906-07-20,338.0,Bayonne,Bordeaux,Flat,Louis Trousselier,FRA,499
10,1906-07-22,391.0,Bordeaux,Nantes,Flat,Louis Trousselier,FRA,499
11,1906-07-24,321.0,Nantes,Brest,Flat,Louis Trousselier,FRA,499
12,1906-07-26,415.0,Brest,Caen,Flat,Georges Passerieu,FRA,262
13,1906-07-29,259.0,Caen,Paris,Flat,René Pottier,FRA,708
1,1905-07-09,340.0,Paris,Nancy,Flat,Louis Trousselier,FRA,499
2,1905-07-11,299.0,Nancy,Besançon,Mountain,Hippolyte Aucouturier,FRA,334
3,1905-07-14,327.0,Besançon,Grenoble,Flat,Louis Trousselier,FRA,499
4,1905-07-16,348.0,Grenoble,Toulon,Mountain,Hippolyte Aucouturier,FRA,334
5,1905-07-18,192.0,Toulon,Nîmes,Flat,Louis Trousselier,FRA,499
6,1905-07-20,307.0,Nîmes,Toulouse,Flat,Jean-Baptiste Dortignacq,FRA,382
7,1905-07-22,268.0,Toulouse,Bordeaux,Flat,Louis Trousselier,FRA,499
8,1905-07-24,257.0,Bordeaux,La Rochelle,Flat,Hippolyte Aucouturier,FRA,334
9,1905-07-26,263.0,La Rochelle,Rennes,Flat,Louis Trousselier,FRA,499
10,1905-07-28,167.0,Rennes,Caen,Flat,Jean-Baptiste Dortignacq,FRA,382
11,1905-07-29,253.0,Caen,Paris,Flat,Jean-Baptiste Dortignacq,FRA,382
1,1904-07-02,467.0,Montgeron,Lyon,Flat,Maurice Garin,FRA,575
2,1904-07-09,374.0,Lyon,Marseille,Mountain,Hippolyte Aucouturier,FRA,334
3,1904-07-13,424.0,Marseille,Toulouse,Flat,Hippolyte Aucouturier,FRA,334
4,1904-07-17,268.0,Toulouse,Bordeaux,Flat,Lucien Pothier,FRA,508
5,1904-07-20,425.0,Bordeaux,Nantes,Flat,Hippolyte Aucouturier,FRA,334
6,1904-07-23,471.0,Nantes,Paris,Flat,Hippolyte Aucouturier,FRA,334
1,1903-07-01,467.0,Paris,Lyon,Flat,Maurice Garin,FRA,575
2,1903-07-05,374.0,Lyon,Marseille,Mountain,Hippolyte Aucouturier,FRA,334
3,1903-07-08,423.0,Marseille,Toulouse,Flat,Hippolyte Aucouturier,FRA,334
4,1903-07-12,268.0,Toulouse,Bordeaux,Flat,Charles Laeser,SUI,103
5,1903-07-13,425.0,Bordeaux,Nantes,Flat,Maurice Garin,FRA,575
6,1903-07-18,471.0,Nantes,Paris,Flat,Maurice Garin,FRA,575
